index;Heure;Minute;Seconde;D_Lat;D_Lon;Quality;X;Y;perX;perY;pixX;pixY;Ah;V;A;S;D;Deg;RPM
12885;11;33;45;43,7720128333333;-0,0421065;1;-3381,00394938028;4867225,75608718;0,680331044119818;0,263318711805757;638,150519384389;218,817849510584;0,7334;32,68;0,21;26,64;4,9413;23,8;0
12895;11;33;46;43,7720595;-0,042173;1;-3386,34366563867;4867230,94518376;0,677975980078824;0,258069958385855;635,941469313937;214,456135418646;0,7335;32,71;0,21;26,07;4,9487;23,9;0
12905;11;33;47;43,7721045;-0,0422391666666667;1;-3391,65661640202;4867235,94895546;0,675632720870116;0,253008660444091;633,743492176169;210,25019682904;0,7335;32,74;0,21;25,53;4,956;23,8;0
12915;11;33;48;43,7721475;-0,0423051666666667;1;-3396,95618441787;4867240,73033731;0,673295364077551;0,248172309075905;631,551051504743;206,231188842077;0,7336;32,75;0,21;24,82;4,9632;23,8;0
12925;11;33;49;43,7721871666667;-0,0423708333333333;1;-3402,22898693868;4867245,1410694;0,670969812117271;0,243710868668705;629,369683766;202,523731863694;0,7336;32,76;0,21;24,22;4,9701;23,8;0
12935;11;33;50;43,772224;-0,042436;1;-3407,46164121695;4867249,23674919;0,66866196740542;0,239568102576508;627,204925426283;199,081093241078;0,7337;32,76;0,21;23,62;4,9768;23,8;0
12945;11;33;51;43,7722576666667;-0,0425036666666667;1;-3412,89503670794;4867252,98031172;0,666265586451426;0,235781501892867;624,957120091437;195,934428072973;0,7338;32,76;0,21;23,06;4,9825;23,8;0
12955;11;33;52;43,7722861666667;-0,0425736666666667;1;-3418,51579066414;4867256,14936713;0,663786571671432;0,232576013197013;622,631804227803;193,270666966718;0,7338;32,77;0,21;22,45;4,9889;23,8;0
12965;11;33;53;43,7723105;-0,0426435;1;-3424,12316187282;4867258,85511035;0,661313459307581;0,229839163198861;620,312024830511;190,996344618253;0,7339;32,77;0,21;21,79;4,9952;23,8;0
12975;11;33;54;43,772329;-0,0427128333333333;1;-3429,69038483896;4867260,91221649;0,658858054192159;0,227758407378431;618,008854832245;189,267236531476;0,7339;32,77;0,21;20,98;5,0012;23,8;0
12985;11;33;55;43,7723426666667;-0,042781;1;-3435,16392857249;4867262,43188049;0,656443965989737;0,226221272448465;615,744440098373;187,989877404674;0,734;32,77;0,21;20,31;5,007;23,8;0
12995;11;33;56;43,7723508333333;-0,0428485;1;-3440,58394131597;4867263,33997239;0,654053487451886;0,225302740599841;613,502171229869;187,226577438467;0,734;32,78;0,21;19,35;5,0126;23,8;0
13005;11;33;57;43,7723528333333;-0,0429136666666667;1;-3445,81659559424;4867263,56236224;0,651745642740034;0,225077794024379;611,337412890152;187,039646834259;0,7341;32,78;0,21;18,6;5,018;23,8;0
13015;11;33;58;43,7723508333333;-0,042976;1;-3450,82174316476;4867263,33997239;0,649538139102611;0,225302740599841;609,26677447825;187,226577438467;0,7341;32,78;0,21;17,86;5,0231;23,8;0
13025;11;33;59;43,7723443333333;-0,0430383333333333;1;-3455,82689073528;4867262,61720537;0,647330635465189;0,226033816968442;607,196136066347;187,834101900776;0,7346;32,75;1,64;18,41;5,0275;23,9;0
13035;11;34;0;43,7723353333333;-0,043102;1;-3460,93910028591;4867261,61645103;0,645075912498623;0,227046076557549;605,081205923708;188,675289619323;0,7387;32,07;16,53;19,16;5,0327;24,2;0
13045;11;34;1;43,7723233333333;-0,0431675;1;-3466,19852005921;4867260,28211191;0,642756262954486;0,228395756008435;602,905374651308;189,796873243009;0,7435;32,1;17,14;19,8;5,0382;24,2;0
13055;11;34;2;43,7723073333333;-0,0432343333333333;1;-3471,56500181263;4867258,50299308;0,640389394081206;0,230195328610244;600,685251648171;191,292318075112;0,7484;31,85;17,87;20,67;5,0439;24,3;0
13065;11;34;3;43,7722895;-0,043302;1;-3476,99839730362;4867256,52001689;0,637993013127212;0,232201102238853;598,437446313325;192,959115960487;0,7536;31,92;18,71;21,49;5,0499;24,2;0
13075;11;34;4;43,7722696666667;-0,0433721666666667;1;-3482,63253400733;4867254,31465084;0,635508095931076;0,234431822442923;596,106593983349;194,812844450069;0,7589;31,82;19,17;22,29;5,0561;24,2;0
13085;11;34;5;43,7722473333333;-0,0434441666666667;1;-3488,41388093371;4867251,83129748;0,632958252157368;0,236943725864673;593,714840523611;196,900236193543;0,7635;31,67;19,7;23,01;5,0624;24,4;0
13095;11;34;6;43,772226;-0,0435191666666667;1;-3494,43611731534;4867249,45913905;0,630302164893089;0,239343156001046;591,223430669718;198,894162636869;0,7691;31,67;19,7;23,75;5,0691;24,4;0
13105;11;34;7;43,7722041666667;-0,0435968333333333;1;-3500,67247765722;4867247,03138315;0,627551638970525;0,241798822779637;588,643437354352;200,934821729878;0,7748;31,7;20,11;24,51;5,0749;24,5;0
13115;11;34;8;43,7721815;-0,0436771666666667;1;-3507,12296195933;4867244,51096481;0,624706674389675;0,244348217298709;585,974860577515;203,053368575227;0,7805;31,67;20,48;25,24;5,0819;24,5;0
13125;11;34;9;43,7721575;-0,0437593333333333;1;-3513,72065648411;4867241,84228657;0,621796783231254;0,247047576200481;583,245382670916;205,2965358226;0,7865;31,63;21,43;26,01;5,0892;24,6;0
13135;11;34;10;43,772133;-0,0438446666666667;1;-3520,57262321166;4867239,11801087;0,618774746166119;0,249803171748237;580,410711903819;207,586435722785;0,7926;31,6;21,8;26,86;5,0966;24,5;0
13145;11;34;11;43,7721095;-0,0439323333333333;1;-3527,61194840442;4867236,50493009;0,615670075274984;0,252446294004966;577,498530607935;209,782870318127;0,7988;31,52;22,57;27,7;5,1043;24,5;0
13155;11;34;12;43,7720856666667;-0,0440231666666667;1;-3534,90554579996;4867233,85478434;0,612453258477135;0,25512690735996;574,481156451553;212,010460016127;0,8051;31,58;21,26;28,38;5,1123;24,4;0
13165;11;34;13;43,7720625;-0,0441166666666667;1;-3542,41326715574;4867231,27876854;0,609142003021001;0,257732538522192;571,375198833699;214,175739511941;0,8103;31,58;21,26;29,01;5,1204;24,4;0
13175;11;34;14;43,7720398333333;-0,0442125;1;-3550,10834697673;4867228,7583502;0,605748113738866;0,260281933041264;568,191730687056;216,29428635729;0,8154;31,73;17,61;29,09;5,1286;24,4;0
13185;11;34;15;43,7720236666667;-0,044309;1;-3557,85695778777;4867226,96069889;0,602330614792161;0,262100251190793;564,986116675047;217,805308739549;0,8179;32,26;5,19;28,71;5,1356;24,1;0
13195;11;34;16;43,7720153333333;-0,0444061666666667;1;-3565,65909958887;4867226,0340745;0,598889506180884;0,263037528587137;561,758356797669;218,584186255911;0,8185;32,49;0,21;28,38;5,1437;24;0
13205;11;34;17;43,7720138333333;-0,0445026666666667;1;-3573,40771039992;4867225,86728211;0,595472007234178;0,263206238519439;558,552742785659;218,724384209654;0,8186;32,51;0,21;27,88;5,1517;23,9;0
13215;11;34;18;43,7720188333333;-0,0445968333333333;1;-3580,96896274575;4867226,42325674;0,592137142113473;0,262643872080314;555,424639302438;218,257057698741;0,8186;32,54;0,21;27,23;5,1595;23,9;0
13225;11;34;19;43,7720333333333;-0,0446858333333333;1;-3588,11534991863;4867228,03558318;0,588985251893195;0,261013009410808;552,468166275817;216,901810820381;0,8187;32,59;0,21;26,64;5,1671;23,9;0
13235;11;34;20;43,7720591666667;-0,0447676666666667;1;-3594,68627894838;4867230,90811878;0,58608716556706;0,258107449481294;549,749761301902;214,487290518956;0,8187;32,59;0,21;25,86;5,1745;23,9;0
13245;11;34;21;43,772093;-0,0448401666666667;1;-3600,5077741173;4867234,6702138;0,583519614544923;0,254302103251818;547,341398443138;211,325047802261;0,8188;32,61;0,21;25,15;5,1817;23,9;0
13255;11;34;22;43,7721358333333;-0,0449018333333333;1;-3605,45939069775;4867239,43306316;0,581335720572072;0,249484497432294;545,292905896603;207,321617366236;0,8188;32,62;0,21;24,35;5,1887;23,9;0
13265;11;34;23;43,7721823333333;-0,044953;1;-3609,56789418478;4867244,60362725;0,579523678816219;0,244254489559169;543,593210729614;202,975480823669;0,8189;32,63;0,21;23,78;5,1945;23,9;0
13275;11;34;24;43,7722318333333;-0,0449983333333333;1;-3613,2080015088;4867250,10777612;0,577918221625366;0,238687061823323;542,087291884593;198,348948375181;0,819;32,63;0,21;23,3;5,2012;23,9;0
13285;11;34;25;43,7722801666667;-0,045041;1;-3616,63398487258;4867255,48219757;0,576407203092799;0,233250852922456;540,669956501045;193,831458778561;0,819;32,63;0,21;22,89;5,2077;23,9;0
13295;11;34;26;43,7723281666667;-0,0450826666666667;1;-3619,97967175127;4867260,81955405;0,574931599057088;0,227852135117971;539,285839915548;189,345124283034;0,8191;32,63;0,21;22,47;5,2141;23,9;0
13305;11;34;27;43,7723751666667;-0,0451225;1;-3623,17814840729;4867266,0457156;0,573520921598949;0,222565890600746;537,962624459814;184,95225508922;0,8191;32,63;0,21;22,05;5,2204;23,9;0
13315;11;34;28;43,772422;-0,0451611666666667;1;-3626,28294583072;4867271,25334467;0,572151561053809;0,217298391633124;536,678164268473;180,574963447126;0,8192;32,64;0,21;21,55;5,2265;23,9;0
13325;11;34;29;43,772469;-0,0451981666666667;1;-3629,25391577899;4867276,47950622;0,570841224670099;0,212012147114956;535,449068740553;176,182094252529;0,8192;32,64;0,21;21,16;5,2326;23,9;0
13335;11;34;30;43,7725153333333;-0,0452338333333333;1;-3632,11782374715;4867281,63153782;0,569578107615531;0,206800884790493;534,264264943368;171,8515352609;0,8193;32,64;0,21;20,94;5,2385;23,9;0
13345;11;34;31;43,7725615;-0,0452685;1;-3634,90143523022;4867286,76503694;0,568350405057819;0,201608368012808;533,112679944234;167,536553818643;0,8193;32,64;0,21;20,63;5,2436;23,9;0
13355;11;34;32;43,7726078333333;-0,0453016666666667;1;-3637,56460198565;4867291,91706854;0,567175824245393;0,196397105688345;532,010923142179;163,205994827015;0,8194;32,65;0,21;20,38;5,2494;23,9;0
13365;11;34;33;43,7726538333333;-0,0453331666666667;1;-3640,09394126594;4867297,03203516;0,566060267594396;0,191223334458379;530,964531003544;158,906590934913;0,8195;32,65;0,21;20,33;5,2551;23,9;0
13375;11;34;34;43,7727;-0,0453645;1;-3642,60989779872;4867302,16553428;0,564950613359542;0,186030817680694;529,92367533125;154,591609492657;0,8195;32,65;0,21;20,36;5,2609;23,9;0
13385;11;34;35;43,7727461666667;-0,0453965;1;-3645,17938532155;4867307,29903339;0,563817349460117;0,180838300903951;528,860673793589;150,276628051183;0,8196;32,65;0,21;20,42;5,2666;23,9;0
13395;11;34;36;43,7727936666667;-0,0454271666666667;1;-3647,64181086426;4867312,5807924;0,562731304889834;0,175495819743566;527,841963986664;145,837026206904;0,8196;32,65;0,21;20,63;5,2724;23,9;0
13405;11;34;37;43,772843;-0,045454;1;-3649,79643321414;4867318,06640879;0,561781015890836;0,16994713755544;526,950592905604;141,226071308571;0,8197;32,66;0,21;20,92;5,2783;23,9;0
13415;11;34;38;43,7728926666667;-0,0454753333333333;1;-3651,50942489603;4867323,58909014;0,561025506624552;0,164360964271874;526,24192521383;136,583961309928;0,8197;32,66;0,21;21,28;5,2843;23,9;0
13425;11;34;39;43,772946;-0,0454965;1;-3653,2090338304;4867329,51948623;0,560275899774411;0,158362388933767;525,538793988398;131,59914520396;0,8198;32,67;0,21;21,85;5,2895;23,9;0
13435;11;34;40;43,7730023333333;-0,0455111666666667;1;-3654,3867156117;4867335,7834671;0,559756487153841;0,152026393732938;525,051584950303;126,333933192071;0,8198;32,67;0,2;22,43;5,2958;23,9;0
13445;11;34;41;43,7730605;-0,0455203333333333;1;-3655,12276672501;4867342,25130533;0,559431854265985;0,145484197503424;524,747079301494;120,897368125346;0,8199;32,67;0,2;22,87;5,3022;23,9;0
13455;11;34;42;43,773118;-0,0455151666666667;1;-3654,70790155205;4867348,64501361;0,559614829166413;0,139016983466674;524,918709758095;115,523113260806;0,82;32,68;0,21;23,3;5,3087;23,9;0
13465;11;34;43;43,7731745;-0,0455023333333333;1;-3653,67742999342;4867354,92752697;0,560069315209412;0,132662242717183;525,345017666428;110,242323697979;0,82;32,68;0,21;23,9;5,3154;23,9;0
13475;11;34;44;43,773232;-0,0454815;1;-3652,00458655407;4867361,32123525;0,560807117227267;0,126195028681375;526,037075959177;104,868068834222;0,8201;32,69;0,21;24,46;5,3222;23,9;0
13485;11;34;45;43,7732898333333;-0,0454513333333333;1;-3649,5823092539;4867367,75200851;0,561875454549122;0,119690323548243;527,039176367076;99,4626588685897;0,8201;32,7;0,21;25,01;5,3292;23,9;0
13495;11;34;46;43,7733471666667;-0,0454121666666667;1;-3646,43736358794;4867374,1271843;0,563262522342689;0,113241855059212;528,340245957443;94,103981554205;0,8202;32,71;0,21;25,77;5,3364;23,9;0
13505;11;34;47;43,7734031666667;-0,0453653333333333;1;-3642,67681153629;4867380,3541002;0,564921101278828;0,106943350953822;529,895992999541;88,869924642626;0,8202;32,71;0,21;26,38;5,3427;23,9;0
13515;11;34;48;43,7734568333333;-0,04531;1;-3638,23373936139;4867386,32156126;0,566880703438252;0,100907284520275;531,73409982508;83,8539534363485;0,8203;32,71;0,21;27,09;5,3502;23,9;0
13525;11;34;49;43,7735091666667;-0,0452501666666667;1;-3633,42933300359;4867392,14076242;0,568999670833532;0,0950211824694272;533,721691241853;78,962602632094;0,8203;32,71;0,21;27,74;5,358;23,9;0
13535;11;34;50;43,7735595;-0,0451831666666667;1;-3628,04946850266;4867397,73757373;0,571372442122955;0,089360026994041;535,947350711332;74,258182432048;0,8204;32,72;0,21;28,42;5,3659;23,9;0
13545;11;34;51;43,7736081666667;-0,045111;1;-3622,25473882877;4867403,14906016;0,573928188312805;0,0838863269977351;538,344640637411;69,7095377351179;0,8204;32,73;0,21;29,05;5,374;23,9;0
13555;11;34;52;43,7736541666667;-0,0450296666666667;1;-3615,72395804157;4867408,26402678;0,576808567390512;0,0787125557687115;541,0464362123;65,4101338437992;0,8205;32,73;0,21;29,67;5,3823;23,9;0
13565;11;34;53;43,7736978333333;-0,0449426666666667;1;-3608,73816383887;4867413,11953858;0,579889628617075;0,0738012222105887;543,936471642817;61,3288156569992;0,8206;32,74;0,21;30,32;5,3908;23,9;0
13575;11;34;54;43,773741;-0,0448531666666667;1;-3601,55162842345;4867417,91945291;0,583059226085782;0,0689461252965669;546,909554068463;57,2942301214471;0,8206;32,74;0,21;31,13;5,3995;23,9;0
13585;11;34;55;43,7737831666667;-0,0447596666666667;1;-3594,04390706767;4867422,60817232;0,586370481541916;0,0642035016688629;550,015511686318;53,353109886825;0,8207;32,74;0,21;31,85;5,4071;23,9;0
13595;11;34;56;43,7738243333333;-0,0446636666666667;1;-3586,33544449917;4867427,1856968;0,589770273240193;0,0595733513293606;553,204516299301;49,5054549546987;0,8207;32,74;0,21;32,5;5,4162;23,9;0
13605;11;34;57;43,7738665;-0,0445661666666667;1;-3578,50653720304;4867431,87441621;0,593223186683756;0,0548307277025986;556,443349109363;45,5643347208595;0,8208;32,74;0,21;33,29;5,4255;23,9;0
13615;11;34;58;43,773908;-0,0444651666666667;1;-3570,3965922091;4867436,48900566;0,596800050866318;0,0501630862676572;559,798447712606;41,6855246884231;0,8208;32,74;0,21;33,85;5,435;23,9;0
13625;11;34;59;43,7739465;-0,0443598333333333;1;-3561,93869577977;4867440,77001034;0,600530377868594;0,0458328646954371;563,297494440741;38,0871105619083;0,8209;32,75;0,21;34,37;5,4446;23,9;0
13635;11;35;0;43,7739806666667;-0,0442491666666667;1;-3553,05255142997;4867444,56917033;0,604449582187441;0,0419900273695797;566,97370809182;34,8937127441207;0,8209;32,75;0,21;34,86;5,4544;23,9;0
13645;11;35;1;43,7740066666667;-0,0441335;1;-3543,76492465473;4867447,46023843;0,608545858990573;0,0390657218914044;570,816015733158;32,463614891757;0,821;32,75;0,21;35,19;5,4643;23,9;0
13655;11;35;2;43,7740216666667;-0,0440123333333333;1;-3534,03566721151;4867449,12816232;0,61283691552642;0,0373786225777971;574,841026763782;31,0616353621494;0,821;32,75;0,21;35,59;5,4743;23,9;0
13665;11;35;3;43,7740256666667;-0,043891;1;-3524,29302702076;4867449,57294203;0,617133874478409;0,0369287294268738;578,871574260747;30,6877741537321;0,8211;32,75;0,21;35,65;5,4829;23,9;0
13675;11;35;4;43,7740161666667;-0,0437698333333333;1;-3514,56376957754;4867448,51659023;0,621424931014255;0,0379972256591391;582,896585291371;31,5756945227446;0,8212;32,75;0,21;35,59;5,493;23,9;0
13685;11;35;5;43,7739921666667;-0,04365;1;-3504,94157411443;4867445,84791199;0,625668768220958;0,0406965845618528;586,877304591259;33,8188617708996;0,8212;32,75;0,21;35,42;5,5031;23,9;0
13695;11;35;6;43,7739536666667;-0,0435403333333333;1;-3496,13572624972;4867441,56690731;0,629552558042948;0,0450268061350148;590,520299444285;37,4172758981973;0,8213;32,76;0,21;34,92;5,513;23,9;0
13705;11;35;7;43,7739006666667;-0,0434458333333333;1;-3488,54770840885;4867435,6735762;0,63289922799594;0,0509878903767412;593,659475860191;42,3709369030719;0,8213;32,76;0,21;34,43;5,5228;23,9;0
13715;11;35;8;43,773834;-0,0433695;1;-3482,41841004709;4867428,26058109;0,635602534589361;0,0584861095493757;596,195177444821;48,6019570355312;0,8214;32,76;0,21;33,9;5,5325;23,9;0
13725;11;35;9;43,7737583333333;-0,043316;1;-3478,12254809486;4867419,84683164;0,637497210171214;0,0669965883101747;597,972383140598;55,6741648857551;0,8214;32,76;0,21;33,39;5,542;23,9;0
13735;11;35;10;43,7736773333333;-0,0432878333333333;1;-3475,86086376486;4867410,84004258;0,638494718499354;0,07610692460648;598,908045952394;63,2448543479849;0,8215;32,76;0,21;32,84;5,5514;23,9;0
13745;11;35;11;43,7735935;-0,043285;1;-3475,63335705711;4867401,51820123;0,638595059573782;0,0855359352159031;599,002165880207;71,0803621644155;0,8215;32,76;0,21;31,9;5,5592;24;0
13755;11;35;12;43,7735173333333;-0,0433091666666667;1;-3477,57385544675;4867393,04885432;0,63773920923307;0,094102650621745;598,19937826062;78,1993026666701;0,8216;32,76;0,21;30,92;5,5681;24;0
13765;11;35;13;43,773452;-0,0433571666666667;1;-3481,428086731;4867385,78411911;0,636039313383932;0,101450905410738;596,604875954128;84,3057023963237;0,8217;32,76;0,21;30,03;5,5767;23,9;0
13775;11;35;14;43,7733983333333;-0,043432;1;-3487,43694036513;4867379,81665805;0,633389128535796;0,107486971845227;594,119002566577;89,321673603384;0,8217;32,76;0,21;29,05;5,5851;24;0
13785;11;35;15;43,7733615;-0,0435181666666667;1;-3494,35582083026;4867375,72097825;0,630337579389947;0,111629737938367;591,25664946777;92,764312226783;0,8218;32,76;0,21;28,09;5,5932;23,9;0
13795;11;35;16;43,7733413333333;-0,0436093333333333;1;-3501,67618372083;4867373,47854723;0,627108957759811;0,113897949236935;588,228202378703;94,649195815893;0,8218;32,76;0,21;27,09;5,601;23,9;0
13805;11;35;17;43,7733328333333;-0,0436998333333333;1;-3508,94301562134;4867372,53339035;0,623903945794248;0,114853972181941;585,221901155005;95,4436508831926;0,8219;32,76;0,21;26,01;5,6085;23,9;0
13815;11;35;18;43,7733311666667;-0,0437888333333333;1;-3516,08940279422;4867372,34806548;0,620752055573971;0,115041427661963;582,265428128384;95,5994263870912;0,8219;32,76;0,21;25,1;5,6157;23,9;0
13825;11;35;19;43,7733316666667;-0,0438743333333333;1;-3522,95475226929;4867372,40366294;0,617724116092693;0,11498519101692;579,425220894946;95,5526937350605;0,822;32,76;0,21;24,11;5,6217;23,9;0
13835;11;35;20;43,7733346666667;-0,0439556666666667;1;-3529,48553305649;4867372,73724772;0,614843737014986;0,114647771155141;576,723425320057;95,2722978299218;0,822;32,76;0,21;22,75;5,6283;23,9;0
13845;11;35;21;43,7733371666667;-0,0440321666666667;1;-3535,62821416576;4867373,01523504;0,612134528005422;0,114366587935578;574,182187269085;95,0386345744653;0,8221;32,76;0,21;21,87;5,6346;23,9;0
13855;11;35;22;43,7733383333333;-0,044106;1;-3541,5567713148;4867373,14496245;0,609519757654142;0,114235369100599;571,729532679586;94,9295917225974;0,8229;32,39;9,33;21,53;5,6407;24,1;0
13865;11;35;23;43,7733383333333;-0,0441808333333333;1;-3547,56562494892;4867373,14496245;0,606869572806006;0,114235369100599;569,243659292034;94,9295917225974;0,8259;31,91;18,22;21,96;5,6468;24;0
13875;11;35;24;43,7733373333333;-0,0442573333333333;1;-3553,7083060582;4867373,03376752;0,604160363796442;0,114347842387858;566,702421241062;95,0230570243103;0,831;31,91;18,22;22,4;5,6531;24;0
13885;11;35;25;43,7733348333333;-0,0443351666666667;1;-3559,95804914759;4867372,75578021;0,601403935457735;0,114629025606479;564,116891459355;95,256720278984;0,8356;31,9;18,91;22,89;5,6595;24,4;0
13895;11;35;26;43,77333;-0,0444145;1;-3566,32823696461;4867372,21833806;0,598594385373741;0,115172646496;561,48153348057;95,7084692381763;0,841;31,81;19,33;23,42;5,666;24,5;0
13905;11;35;27;43,7733206666667;-0,0444948333333333;1;-3572,77872126672;4867371,18051875;0,595749420792892;0,116222397181488;558,812956703733;96,5808120578165;0,8466;31,84;19,85;23,9;5,6718;24,3;0
13915;11;35;28;43,7733061666667;-0,0445751666666667;1;-3579,22920556883;4867369,56819231;0,592904456212042;0,117853259851936;556,144379926896;97,9360589369591;0,8522;31,76;20,07;24,22;5,6786;24,5;0
13925;11;35;29;43,7732826666667;-0,0446491666666667;1;-3585,17114546539;4867366,95511153;0,590283783444621;0,120496382109607;553,686188871054;100,132493533084;0,8567;32,32;5,89;22,59;5,6853;24,3;0
13935;11;35;30;43,7732461666667;-0,0447071666666667;1;-3589,82834160052;4867362,89649671;0,588229742626911;0,124601657106365;551,759498584043;103,54397705539;0,8582;32,59;0,21;21,49;5,6915;24,1;0
13945;11;35;31;43,7732013333333;-0,0447488333333333;1;-3593,17402847921;4867357,9112575;0,586754138591201;0,12964420950041;550,375381998546;107,73433809484;0,8582;32,59;0,21;20,31;5,6974;24,1;0
13955;11;35;32;43,7731523333333;-0,0447726666666667;1;-3595,08776137382;4867352,46270609;0,585910093082774;0,135155400593097;549,583667311642;112,314137892863;0,8583;32,61;0,21;19,4;5,703;24,1;0
13965;11;35;33;43,7731033333333;-0,0447803333333333;1;-3595,7033677595;4867347,01415469;0,585638581940204;0,140666591684842;549,328989859911;116,893937690104;0,8583;32,62;0,21;19,05;5,7085;24,1;0
13975;11;35;34;43,7730551666667;-0,0447776666666667;1;-3595,48924379926;4867341,65826572;0,585733020598489;0,146084055037047;549,417573321383;121,395849735786;0,8584;32,63;0,21;18,71;5,7138;24;0
13985;11;35;35;43,773009;-0,0447658333333333;1;-3594,53906872572;4867336,52476661;0,586152092144631;0,151276571814732;549,810662431664;125,710831178042;0,8584;32,63;0,21;18,43;5,7183;24,1;0
13995;11;35;36;43,7729648333333;-0,044744;1;-3592,78592880128;4867331,61365735;0,586925308659343;0,156244142016014;550,535939522464;129,838882015307;0,8585;32,63;0,21;18,08;5,7234;24,1;0
14005;11;35;37;43,7729245;-0,0447138333333333;1;-3590,36365150111;4867327,12879531;0,587993645981198;0,160780564615976;551,538039930364;133,608649195876;0,8586;32,63;0,21;17,79;5,7285;24,1;0
14015;11;35;38;43,7728893333333;-0,044677;1;-3587,40606430035;4867323,21844039;0,589298079948766;0,164735875229093;552,761598991942;136,895512315376;0,8586;32,63;0,21;17,54;5,7335;24,1;0
14025;11;35;39;43,7728588333333;-0,0446336666666667;1;-3583,92654994651;4867319,82699512;0,590832708145905;0,168166310502293;554,201080240859;139,746204027405;0,8587;32,63;0,21;17,29;5,7384;24,1;0
14035;11;35;40;43,7728355;-0,0445835;1;-3579,89834294457;4867317,23244684;0,5926093354049;0,170790687211302;555,867556609796;141,927061072592;0,8587;32,64;0,21;17,08;5,7433;24;0
14045;11;35;41;43,7728171666667;-0,0445288333333333;1;-3575,50880175973;4867315,19387318;0,594545327899752;0,172852697484012;557,683517569968;143,640591609214;0,8588;32,64;0,21;16,97;5,7481;24;0
14055;11;35;42;43,7728075;-0,044471;1;-3570,86498837211;4867314,11898889;0,596593466301318;0,173939939264939;559,604671390637;144,544089529164;0,8588;32,64;0,21;16,96;5,7529;24,1;0
14065;11;35;43;43,7728028333333;-0,044413;1;-3566,20779223698;4867313,60007923;0,598647507119027;0,17446481460674;561,531361677648;144,980260938201;0,8589;32,64;0,21;16,93;5,757;24,1;0
14075;11;35;44;43,7728013333333;-0,0443521666666667;1;-3561,32308939409;4867313,43328684;0,600801889011165;0,174633524538101;563,552171892473;145,120458891162;0,8593;32,23;10,19;17,84;5,7619;24,4;0
14085;11;35;45;43,7727981666667;-0,0442898333333333;1;-3556,31794182357;4867313,08116957;0,603009392648588;0,174989689949484;565,622810304375;145,416432348021;0,8622;32,23;10,19;20,05;5,7672;24,4;0
14095;11;35;46;43,7727985;-0,0442191666666667;1;-3550,64365687732;4867313,11823455;0,605512017093153;0,174952198853103;567,970272033377;145,385277246929;0,8672;31,89;17,54;21,59;5,773;24,7;0
14105;11;35;47;43,7727998333333;-0,0441408333333333;1;-3544,35376554538;4867313,26649445;0,608286152680289;0,174802234470404;570,572411214111;145,260656844906;0,8724;31,76;18,61;23,5;5,7794;24,8;0
14115;11;35;48;43,7728021666667;-0,0440553333333333;1;-3537,48841607031;4867313,52594928;0,611314092161566;0,174539796799503;573,412618447549;145,042571140387;0,8779;31,67;19,9;25,71;5,7864;24,9;0
14125;11;35;49;43,772804;-0,0439645;1;-3530,19481867477;4867313,72980665;0,614530908959416;0,174333595771761;576,429992603932;144,871218086333;0,8829;31,66;20,85;27,64;5,7939;24,6;0
14135;11;35;50;43,7728071666667;-0,0438661666666667;1;-3522,29899764106;4867314,08192392;0,618013334483692;0,173977430360378;579,696507745703;144,575244629474;0,8887;31,63;19,91;29,28;5,802;24,7;0
14145;11;35;51;43,7728085;-0,0437636666666667;1;-3514,06860791949;4867314,23018382;0,62164332041154;0,173827465977679;583,101434546025;144,450624227451;0,894;32,01;11,79;30,16;5,8092;24,4;0
14155;11;35;52;43,7728105;-0,0436583333333333;1;-3505,61071149017;4867314,45257367;0,625373647413816;0,173602519402217;586,60048127416;144,263693623242;0,8973;32,01;11,79;30,41;5,8177;24,4;0
14165;11;35;53;43,772811;-0,0435523333333333;1;-3497,09928407078;4867314,50817113;0,629127584080664;0,173546282759058;590,121673867663;144,216960972777;0,8974;32,5;0,21;30,7;5,8264;24,2;0
14175;11;35;54;43,77281;-0,0434451666666667;1;-3488,49417741879;4867314,39697621;0,632922837660511;0,173658756046318;593,681621725559;144,31042627449;0,8974;32,5;0,21;30,96;5,8351;24,2;0
14185;11;35;55;43,772808;-0,0433376666666667;1;-3479,86230527178;4867314,17458635;0,636729896072644;0,17388370262178;597,25264251614;144,497356878699;0,8975;32,53;0,21;31,27;5,8439;24,1;0
14195;11;35;56;43,772803;-0,0432293333333333;1;-3471,16351938719;4867313,61861172;0,640566466565491;0,174446069058079;600,851345638431;144,964683387263;0,8975;32,56;0,21;31,49;5,8528;24,2;0
14205;11;35;57;43,7727936666667;-0,0431205;1;-3462,42458526005;4867312,5807924;0,644420744306768;0,175495819743566;604,466658159748;145,837026206904;0,8976;32,59;0,21;31,85;5,8617;24,1;0
14215;11;35;58;43,7727805;-0,0430115;1;-3453,6722683854;4867311,11672587;0,648280924464186;0,176976718029432;608,087507147407;147,067652682458;0,8976;32,6;0,21;32,08;5,8708;24,2;0
14225;11;35;59;43,7727635;-0,0429025;1;-3444,91995151075;4867309,22641212;0,652141104621605;0,178888763918501;611,708356135066;148,656562816274;0,8977;32,6;0,21;32,36;5,8786;24,2;0
14235;11;36;0;43,7727423333333;-0,0427935;1;-3436,1676346361;4867306,87278617;0,656001284779023;0,181269448506212;615,329205122724;150,634911708663;0,8977;32,61;0,21;32,6;5,8878;24,2;0
